,lipid,n,method,ML,R2
15485,PG(42:6) ,5000,neglog,catboost,0.6233
15486,PG(42:6) ,5000,neglog,xgboost,0.5896
15487,PG(42:6) ,5000,neglog,ridge,0.0265
15488,PG(42:6) ,5000,neglog,lasso,-0.0001
15489,PG(42:6) ,5000,neglog,dummy,-0.0001
15490,PG(42:6) ,5000,neglog,lr,-1.5283
15491,SM 42:2,5000,neglog,catboost,0.7083
15492,SM 42:2,5000,neglog,knn,0.6995
15493,SM 42:2,5000,neglog,xgboost,0.6548
15494,SM 42:2,5000,neglog,ridge,0.1442
15495,SM 42:2,5000,neglog,lasso,-0.0002
15496,SM 42:2,5000,neglog,dummy,-0.0002
15497,SM 42:2,5000,neglog,lr,-0.8768
15498,PC 31:0,5000,neglog,catboost,0.5232
15499,PC 31:0,5000,neglog,xgboost,0.4466
15500,PC 31:0,5000,neglog,knn,0.4278
15501,PC 31:0,5000,neglog,lasso,-0.0001
15502,PC 31:0,5000,neglog,dummy,-0.0001
15503,PC 31:0,5000,neglog,ridge,-0.0304
15504,PC 31:0,5000,neglog,lr,-0.9133
15505,HexCer 36:0,5000,neglog,catboost,0.6074
15506,HexCer 36:0,5000,neglog,xgboost,0.5879
15507,HexCer 36:0,5000,neglog,knn,0.5729
15508,HexCer 36:0,5000,neglog,ridge,0.3623
15509,HexCer 36:0,5000,neglog,lasso,-0.0002
15510,HexCer 36:0,5000,neglog,dummy,-0.0002
15511,HexCer 36:0,5000,neglog,lr,-0.0794
15512,PE O-40:6,5000,neglog,catboost,0.597
15513,PE O-40:6,5000,neglog,xgboost,0.5723
15514,PE O-40:6,5000,neglog,knn,0.5666
15515,PE O-40:6,5000,neglog,ridge,0.1952
15516,PE O-40:6,5000,neglog,lasso,-0.0001
15517,PE O-40:6,5000,neglog,dummy,-0.0001
15518,PE O-40:6,5000,neglog,lr,-0.7087
15519,PG(38:1) ,5000,neglog,catboost,0.6072
15520,PG(38:1) ,5000,neglog,xgboost,0.5946
15521,PG(38:1) ,5000,neglog,knn,0.5905
15522,PG(38:1) ,5000,neglog,ridge,0.2272
15523,PG(38:1) ,5000,neglog,lasso,-0.0001
15524,PG(38:1) ,5000,neglog,dummy,-0.0001
15525,PG(38:1) ,5000,neglog,lr,-0.4289
15526,LBPA(34:1) ,5000,neglog,catboost,0.7248
15527,LBPA(34:1) ,5000,neglog,knn,0.7022
15528,LBPA(34:1) ,5000,neglog,xgboost,0.6825
15529,LBPA(34:1) ,5000,neglog,ridge,0.3455
15530,LBPA(34:1) ,5000,neglog,lasso,-0.0001
15531,LBPA(34:1) ,5000,neglog,dummy,-0.0001
15532,LBPA(34:1) ,5000,neglog,lr,-0.4853
15533,PE O-39:6,5000,neglog,catboost,0.061
15534,PE O-39:6,5000,neglog,xgboost,0.0598
15535,PE O-39:6,5000,neglog,lasso,-0.0001
15536,PE O-39:6,5000,neglog,dummy,-0.0001
15537,PE O-39:6,5000,neglog,ridge,-0.0085
15538,PE O-39:6,5000,neglog,knn,-0.0933
15539,PE O-39:6,5000,neglog,lr,-0.1543
15540,PI-Cer(t28:0) ,5000,neglog,catboost,0.4832
15541,PI-Cer(t28:0) ,5000,neglog,xgboost,0.4433
15542,PI-Cer(t28:0) ,5000,neglog,knn,0.4253
15543,PI-Cer(t28:0) ,5000,neglog,ridge,0.2136
15544,PI-Cer(t28:0) ,5000,neglog,lasso,-0.0
15545,PI-Cer(t28:0) ,5000,neglog,dummy,-0.0
15546,PI-Cer(t28:0) ,5000,neglog,lr,-0.3299
15547,LPC O-18:2,5000,neglog,catboost,0.2811
15548,LPC O-18:2,5000,neglog,xgboost,0.2048
15549,LPC O-18:2,5000,neglog,knn,0.2013
15550,LPC O-18:2,5000,neglog,lasso,-0.0001
15551,LPC O-18:2,5000,neglog,dummy,-0.0001
15552,LPC O-18:2,5000,neglog,ridge,-0.0754
15553,LPC O-18:2,5000,neglog,lr,-0.816
15554,PC 33:1,5000,neglog,catboost,0.1152
15555,PC 33:1,5000,neglog,xgboost,0.1125
15556,PC 33:1,5000,neglog,knn,0.0007
15557,PC 33:1,5000,neglog,lasso,-0.0001
15558,PC 33:1,5000,neglog,dummy,-0.0001
15559,PC 33:1,5000,neglog,ridge,-0.0408
15560,PC 33:1,5000,neglog,lr,-0.35
15561,HexCer(t40:0) ,5000,neglog,catboost,0.7294
15562,HexCer(t40:0) ,5000,neglog,knn,0.7284
15563,HexCer(t40:0) ,5000,neglog,xgboost,0.6983
15564,HexCer(t40:0) ,5000,neglog,ridge,0.2812
15565,HexCer(t40:0) ,5000,neglog,lasso,-0.0002
15566,HexCer(t40:0) ,5000,neglog,dummy,-0.0002
15567,HexCer(t40:0) ,5000,neglog,lr,-0.4175
15568,PGP(34:1) ,5000,neglog,catboost,0.3474
15569,PGP(34:1) ,5000,neglog,xgboost,0.3184
15570,PGP(34:1) ,5000,neglog,knn,0.262
15571,PGP(34:1) ,5000,neglog,ridge,0.1054
15572,PGP(34:1) ,5000,neglog,lasso,-0.0
15573,PGP(34:1) ,5000,neglog,dummy,-0.0
15574,PGP(34:1) ,5000,neglog,lr,-0.4544
15575,HexCer 42:2,5000,neglog,knn,0.8066
15576,HexCer 42:2,5000,neglog,catboost,0.8041
15577,HexCer 42:2,5000,neglog,xgboost,0.7976
15578,HexCer 42:2,5000,neglog,ridge,0.3193
15579,HexCer 42:2,5000,neglog,lasso,-0.0002
15580,HexCer 42:2,5000,neglog,dummy,-0.0002
15581,HexCer 42:2,5000,neglog,lr,-0.4301
15582,SM 36:1,5000,neglog,catboost,0.7967
15583,SM 36:1,5000,neglog,knn,0.7946
15584,SM 36:1,5000,neglog,xgboost,0.7894
15585,SM 36:1,5000,neglog,ridge,0.4003
15586,SM 36:1,5000,neglog,lasso,-0.0001
15587,SM 36:1,5000,neglog,dummy,-0.0001
15588,SM 36:1,5000,neglog,lr,-0.3251
15589,SM(t40:1) ,5000,neglog,catboost,0.534
15590,SM(t40:1) ,5000,neglog,knn,0.4897
15591,SM(t40:1) ,5000,neglog,xgboost,0.4891
15592,SM(t40:1) ,5000,neglog,ridge,0.2072
15593,SM(t40:1) ,5000,neglog,lasso,-0.0002
15594,SM(t40:1) ,5000,neglog,dummy,-0.0002
15595,SM(t40:1) ,5000,neglog,lr,-0.327
15596,PC 36:4,5000,neglog,knn,0.8396
15597,PC 36:4,5000,neglog,catboost,0.8364
15598,PC 36:4,5000,neglog,xgboost,0.8271
15599,PC 36:4,5000,neglog,ridge,0.4762
15600,PC 36:4,5000,neglog,lasso,-0.0001
15601,PC 36:4,5000,neglog,dummy,-0.0001
15602,PC 36:4,5000,neglog,lr,-0.2091
15603,PC(P-40:6) ,5000,neglog,catboost,0.7332
15604,PC(P-40:6) ,5000,neglog,knn,0.7258
15605,PC(P-40:6) ,5000,neglog,xgboost,0.6961
15606,PC(P-40:6) ,5000,neglog,ridge,0.2724
15607,PC(P-40:6) ,5000,neglog,lasso,-0.0002
15608,PC(P-40:6) ,5000,neglog,dummy,-0.0002
15609,PC(P-40:6) ,5000,neglog,lr,-0.4634
15610,HexCer 36:1,5000,neglog,catboost,0.6982
15611,HexCer 36:1,5000,neglog,knn,0.6947
15612,HexCer 36:1,5000,neglog,xgboost,0.6458
15613,HexCer 36:1,5000,neglog,ridge,0.2423
15614,HexCer 36:1,5000,neglog,lasso,-0.0003
15615,HexCer 36:1,5000,neglog,dummy,-0.0003
15616,HexCer 36:1,5000,neglog,lr,-0.481
15617,PA 36:4,5000,neglog,catboost,0.5471
15618,PA 36:4,5000,neglog,xgboost,0.5184
15619,PA 36:4,5000,neglog,knn,0.492
15620,PA 36:4,5000,neglog,ridge,0.2729
15621,PA 36:4,5000,neglog,lasso,-0.0001
15622,PA 36:4,5000,neglog,dummy,-0.0001
15623,PA 36:4,5000,neglog,lr,-0.3663
15624,PS 36:1,5000,neglog,catboost,0.6392
15625,PS 36:1,5000,neglog,knn,0.6169
15626,PS 36:1,5000,neglog,xgboost,0.6129
15627,PS 36:1,5000,neglog,ridge,0.2424
15628,PS 36:1,5000,neglog,lasso,-0.0003
15629,PS 36:1,5000,neglog,dummy,-0.0003
15630,PS 36:1,5000,neglog,lr,-0.469
15631,PS(40:4) ,5000,neglog,catboost,0.1041
15632,PS(40:4) ,5000,neglog,xgboost,0.0941
15633,PS(40:4) ,5000,neglog,lasso,-0.0001
15634,PS(40:4) ,5000,neglog,dummy,-0.0001
15635,PS(40:4) ,5000,neglog,ridge,-0.0077
15636,PS(40:4) ,5000,neglog,knn,-0.0322
15637,PS(40:4) ,5000,neglog,lr,-0.3137
15638,PE O-42:8,5000,neglog,catboost,0.4386
15639,PE O-42:8,5000,neglog,knn,0.4082
15640,PE O-42:8,5000,neglog,xgboost,0.3996
15641,PE O-42:8,5000,neglog,ridge,0.0174
15642,PE O-42:8,5000,neglog,lasso,-0.0
15643,PE O-42:8,5000,neglog,dummy,-0.0
15644,PE O-42:8,5000,neglog,lr,-0.8397
15645,PC 37:1,5000,neglog,catboost,0.1884
15646,PC 37:1,5000,neglog,xgboost,0.155
15647,PC 37:1,5000,neglog,knn,0.0937
15648,PC 37:1,5000,neglog,lasso,-0.0002
15649,PC 37:1,5000,neglog,dummy,-0.0002
15650,PC 37:1,5000,neglog,ridge,-0.0302
15651,PC 37:1,5000,neglog,lr,-0.4286
15652,PG(36:1(OH)) ,5000,neglog,catboost,0.5423
15653,PG(36:1(OH)) ,5000,neglog,xgboost,0.5153
15654,PG(36:1(OH)) ,5000,neglog,knn,0.5023
15655,PG(36:1(OH)) ,5000,neglog,ridge,0.2258
15656,PG(36:1(OH)) ,5000,neglog,lasso,-0.0001
15657,PG(36:1(OH)) ,5000,neglog,dummy,-0.0001
15658,PG(36:1(OH)) ,5000,neglog,lr,-0.547
15659,PC 34.1,5000,neglog,catboost,0.6757
15660,PC 34.1,5000,neglog,xgboost,0.6706
15661,PC 34.1,5000,neglog,knn,0.6604
15662,PC 34.1,5000,neglog,ridge,0.2253
15663,PC 34.1,5000,neglog,lasso,-0.0001
15664,PC 34.1,5000,neglog,dummy,-0.0001
15665,PC 34.1,5000,neglog,lr,-0.8227
15666,PG(34:0) ,5000,neglog,catboost,0.8275
15667,PG(34:0) ,5000,neglog,knn,0.8266
15668,PG(34:0) ,5000,neglog,xgboost,0.8257
15669,PG(34:0) ,5000,neglog,ridge,0.4661
15670,PG(34:0) ,5000,neglog,lasso,-0.0001
15671,PG(34:0) ,5000,neglog,dummy,-0.0001
15672,PG(34:0) ,5000,neglog,lr,-0.25
15673,HexCer 40:2,5000,neglog,catboost,0.6849
15674,HexCer 40:2,5000,neglog,knn,0.6774
15675,HexCer 40:2,5000,neglog,xgboost,0.6622
15676,HexCer 40:2,5000,neglog,ridge,0.2022
15677,HexCer 40:2,5000,neglog,lasso,-0.0002
15678,HexCer 40:2,5000,neglog,dummy,-0.0002
15679,HexCer 40:2,5000,neglog,lr,-0.5391
15680,PE 34:1,5000,neglog,catboost,0.2286
15681,PE 34:1,5000,neglog,xgboost,0.1708
15682,PE 34:1,5000,neglog,knn,0.1264
15683,PE 34:1,5000,neglog,lasso,-0.0
15684,PE 34:1,5000,neglog,dummy,-0.0
15685,PE 34:1,5000,neglog,ridge,-0.0599
15686,PE 34:1,5000,neglog,lr,-0.802
15687,LPC O-18:3,5000,neglog,catboost,0.2134
15688,LPC O-18:3,5000,neglog,xgboost,0.187
15689,LPC O-18:3,5000,neglog,knn,0.1034
15690,LPC O-18:3,5000,neglog,lasso,-0.0001
15691,LPC O-18:3,5000,neglog,dummy,-0.0001
15692,LPC O-18:3,5000,neglog,ridge,-0.0372
15693,LPC O-18:3,5000,neglog,lr,-0.5635
15694,PA(P-38:6) ,5000,neglog,catboost,0.1202
15695,PA(P-38:6) ,5000,neglog,xgboost,0.111
15696,PA(P-38:6) ,5000,neglog,lasso,-0.0
15697,PA(P-38:6) ,5000,neglog,dummy,-0.0
15698,PA(P-38:6) ,5000,neglog,ridge,-0.0033
15699,PA(P-38:6) ,5000,neglog,knn,-0.0186
15700,PA(P-38:6) ,5000,neglog,lr,-0.274
15701,Hex2Cer 32:1,5000,neglog,catboost,0.4178
15702,Hex2Cer 32:1,5000,neglog,xgboost,0.3784
15703,Hex2Cer 32:1,5000,neglog,knn,0.3418
15704,Hex2Cer 32:1,5000,neglog,ridge,0.136
15705,Hex2Cer 32:1,5000,neglog,lasso,-0.0001
15706,Hex2Cer 32:1,5000,neglog,dummy,-0.0001
15707,Hex2Cer 32:1,5000,neglog,lr,-0.5671
15708,PA 40:6,5000,neglog,catboost,0.3105
15709,PA 40:6,5000,neglog,xgboost,0.2831
15710,PA 40:6,5000,neglog,knn,0.2175
15711,PA 40:6,5000,neglog,ridge,0.0793
15712,PA 40:6,5000,neglog,lasso,-0.0001
15713,PA 40:6,5000,neglog,dummy,-0.0001
15714,PA 40:6,5000,neglog,lr,-0.517
15715,PI-Cer(t30:2) ,5000,neglog,catboost,0.2042
15716,PI-Cer(t30:2) ,5000,neglog,xgboost,0.167
15717,PI-Cer(t30:2) ,5000,neglog,knn,0.0954
15718,PI-Cer(t30:2) ,5000,neglog,ridge,0.005
15719,PI-Cer(t30:2) ,5000,neglog,lasso,-0.0
15720,PI-Cer(t30:2) ,5000,neglog,dummy,-0.0
15721,PI-Cer(t30:2) ,5000,neglog,lr,-0.4011
15722,PA(36:3) ,5000,neglog,catboost,0.3791
15723,PA(36:3) ,5000,neglog,knn,0.3191
15724,PA(36:3) ,5000,neglog,xgboost,0.2964
15725,PA(36:3) ,5000,neglog,ridge,0.0417
15726,PA(36:3) ,5000,neglog,lasso,-0.0001
15727,PA(36:3) ,5000,neglog,dummy,-0.0001
15728,PA(36:3) ,5000,neglog,lr,-0.4957
15729,PA(42:8) ,5000,neglog,catboost,0.4709
15730,PA(42:8) ,5000,neglog,knn,0.4333
15731,PA(42:8) ,5000,neglog,xgboost,0.3942
15732,PA(42:8) ,5000,neglog,lasso,-0.0001
15733,PA(42:8) ,5000,neglog,dummy,-0.0001
15734,PA(42:8) ,5000,neglog,ridge,-0.0892
15735,PA(42:8) ,5000,neglog,lr,-1.3102
15736,LPC 15:1,5000,neglog,knn,0.8015
15737,LPC 15:1,5000,neglog,catboost,0.8005
15738,LPC 15:1,5000,neglog,xgboost,0.7894
15739,LPC 15:1,5000,neglog,ridge,0.3121
15740,LPC 15:1,5000,neglog,lasso,-0.0002
15741,LPC 15:1,5000,neglog,dummy,-0.0002
15742,LPC 15:1,5000,neglog,lr,-0.5231
15743,HexCer 42:1;O3,5000,neglog,knn,0.7691
15744,HexCer 42:1;O3,5000,neglog,catboost,0.7665
15745,HexCer 42:1;O3,5000,neglog,xgboost,0.759
15746,HexCer 42:1;O3,5000,neglog,ridge,0.3341
15747,HexCer 42:1;O3,5000,neglog,lasso,-0.0002
15748,HexCer 42:1;O3,5000,neglog,dummy,-0.0002
15749,HexCer 42:1;O3,5000,neglog,lr,-0.4751
15750,PE 40:6,5000,neglog,catboost,0.5539
15751,PE 40:6,5000,neglog,xgboost,0.5408
15752,PE 40:6,5000,neglog,knn,0.5187
15753,PE 40:6,5000,neglog,ridge,0.2359
15754,PE 40:6,5000,neglog,lasso,-0.0001
15755,PE 40:6,5000,neglog,dummy,-0.0001
15756,PE 40:6,5000,neglog,lr,-0.5925
15757,SHexCer 38:1;3,5000,neglog,catboost,0.4073
15758,SHexCer 38:1;3,5000,neglog,knn,0.3488
15759,SHexCer 38:1;3,5000,neglog,xgboost,0.3411
15760,SHexCer 38:1;3,5000,neglog,ridge,0.049
15761,SHexCer 38:1;3,5000,neglog,lasso,-0.0
15762,SHexCer 38:1;3,5000,neglog,dummy,-0.0
15763,SHexCer 38:1;3,5000,neglog,lr,-0.6015
15764,PC O-39:9,5000,neglog,catboost,0.7218
15765,PC O-39:9,5000,neglog,knn,0.7019
15766,PC O-39:9,5000,neglog,xgboost,0.6757
15767,PC O-39:9,5000,neglog,ridge,0.3999
15768,PC O-39:9,5000,neglog,lasso,-0.0
15769,PC O-39:9,5000,neglog,dummy,-0.0
15770,PC O-39:9,5000,neglog,lr,-0.2153
15771,PG 32:0,5000,neglog,catboost,0.2567
15772,PG 32:0,5000,neglog,xgboost,0.2184
15773,PG 32:0,5000,neglog,knn,0.1547
15774,PG 32:0,5000,neglog,ridge,0.0292
15775,PG 32:0,5000,neglog,lasso,-0.0001
15776,PG 32:0,5000,neglog,dummy,-0.0001
15777,PG 32:0,5000,neglog,lr,-0.4963
15778,PC 38:2,5000,neglog,catboost,0.6906
15779,PC 38:2,5000,neglog,knn,0.67
15780,PC 38:2,5000,neglog,xgboost,0.66
15781,PC 38:2,5000,neglog,ridge,0.3603
15782,PC 38:2,5000,neglog,lasso,-0.0001
15783,PC 38:2,5000,neglog,dummy,-0.0001
15784,PC 38:2,5000,neglog,lr,-0.1157
15785,PI-Cer(d38:0) ,5000,neglog,knn,0.7904
15786,PI-Cer(d38:0) ,5000,neglog,catboost,0.7867
15787,PI-Cer(d38:0) ,5000,neglog,xgboost,0.778
15788,PI-Cer(d38:0) ,5000,neglog,ridge,0.2985
15789,PI-Cer(d38:0) ,5000,neglog,lasso,-0.0003
15790,PI-Cer(d38:0) ,5000,neglog,dummy,-0.0003
15791,PI-Cer(d38:0) ,5000,neglog,lr,-0.4828
15792,PE O-38:5,5000,neglog,catboost,0.1438
15793,PE O-38:5,5000,neglog,xgboost,0.0822
15794,PE O-38:5,5000,neglog,knn,0.0398
15795,PE O-38:5,5000,neglog,lasso,-0.0001
15796,PE O-38:5,5000,neglog,dummy,-0.0001
15797,PE O-38:5,5000,neglog,ridge,-0.056
15798,PE O-38:5,5000,neglog,lr,-0.4634
15799,LPC 18:0,5000,neglog,catboost,0.4071
15800,LPC 18:0,5000,neglog,knn,0.3637
15801,LPC 18:0,5000,neglog,xgboost,0.3296
15802,LPC 18:0,5000,neglog,ridge,0.0321
15803,LPC 18:0,5000,neglog,lasso,-0.0
15804,LPC 18:0,5000,neglog,dummy,-0.0
15805,LPC 18:0,5000,neglog,lr,-0.5703
15806,LPC O-16:2,5000,neglog,catboost,0.6487
15807,LPC O-16:2,5000,neglog,knn,0.627
15808,LPC O-16:2,5000,neglog,xgboost,0.6071
15809,LPC O-16:2,5000,neglog,ridge,0.2554
15810,LPC O-16:2,5000,neglog,lasso,-0.0001
15811,LPC O-16:2,5000,neglog,dummy,-0.0001
15812,LPC O-16:2,5000,neglog,lr,-0.5962
15813,CerP(t42:1) ,5000,neglog,catboost,0.4378
15814,CerP(t42:1) ,5000,neglog,xgboost,0.3888
15815,CerP(t42:1) ,5000,neglog,knn,0.3854
15816,CerP(t42:1) ,5000,neglog,ridge,0.1571
15817,CerP(t42:1) ,5000,neglog,lasso,-0.0001
15818,CerP(t42:1) ,5000,neglog,dummy,-0.0001
15819,CerP(t42:1) ,5000,neglog,lr,-0.4061
15820,PE(40:4) ,5000,neglog,catboost,0.4415
15821,PE(40:4) ,5000,neglog,xgboost,0.3795
15822,PE(40:4) ,5000,neglog,knn,0.3718
15823,PE(40:4) ,5000,neglog,ridge,0.0922
15824,PE(40:4) ,5000,neglog,lasso,-0.0001
15825,PE(40:4) ,5000,neglog,dummy,-0.0001
15826,PE(40:4) ,5000,neglog,lr,-0.5606
15827,PG(40:4) ,5000,neglog,catboost,0.7826
15828,PG(40:4) ,5000,neglog,knn,0.7753
15829,PG(40:4) ,5000,neglog,xgboost,0.7631
15830,PG(40:4) ,5000,neglog,ridge,0.3001
15831,PG(40:4) ,5000,neglog,lasso,-0.0001
15832,PG(40:4) ,5000,neglog,dummy,-0.0001
15833,PG(40:4) ,5000,neglog,lr,-0.724
15834,PE(42:6) ,5000,neglog,catboost,0.2237
15835,PE(42:6) ,5000,neglog,xgboost,0.2036
15836,PE(42:6) ,5000,neglog,knn,0.1152
15837,PE(42:6) ,5000,neglog,ridge,0.044
15838,PE(42:6) ,5000,neglog,lasso,-0.0002
15839,PE(42:6) ,5000,neglog,dummy,-0.0002
15840,PE(42:6) ,5000,neglog,lr,-0.5535
15841,PC 38:1,5000,neglog,catboost,0.7733
15842,PC 38:1,5000,neglog,knn,0.7695
15843,PC 38:1,5000,neglog,xgboost,0.7431
15844,PC 38:1,5000,neglog,ridge,0.3661
15845,PC 38:1,5000,neglog,lasso,-0.0002
15846,PC 38:1,5000,neglog,dummy,-0.0002
15847,PC 38:1,5000,neglog,lr,-0.2472
15848,PC(40:4) ,5000,neglog,catboost,0.5386
15849,PC(40:4) ,5000,neglog,knn,0.4968
15850,PC(40:4) ,5000,neglog,xgboost,0.4616
15851,PC(40:4) ,5000,neglog,ridge,0.0794
15852,PC(40:4) ,5000,neglog,lasso,-0.0001
15853,PC(40:4) ,5000,neglog,dummy,-0.0001
15854,PC(40:4) ,5000,neglog,lr,-0.8256
15855,PC 36:2,5000,neglog,catboost,0.2955
15856,PC 36:2,5000,neglog,xgboost,0.2607
15857,PC 36:2,5000,neglog,knn,0.2249
15858,PC 36:2,5000,neglog,ridge,0.0494
15859,PC 36:2,5000,neglog,lasso,-0.0002
15860,PC 36:2,5000,neglog,dummy,-0.0002
15861,PC 36:2,5000,neglog,lr,-0.5014
15862,PE-Cer(d38:1) ,5000,neglog,catboost,0.3675
15863,PE-Cer(d38:1) ,5000,neglog,xgboost,0.3408
15864,PE-Cer(d38:1) ,5000,neglog,knn,0.2788
15865,PE-Cer(d38:1) ,5000,neglog,ridge,0.1527
15866,PE-Cer(d38:1) ,5000,neglog,lasso,-0.0
15867,PE-Cer(d38:1) ,5000,neglog,dummy,-0.0
15868,PE-Cer(d38:1) ,5000,neglog,lr,-0.2479
15869,PC 35:0,5000,neglog,catboost,0.3065
15870,PC 35:0,5000,neglog,xgboost,0.2771
15871,PC 35:0,5000,neglog,knn,0.2257
15872,PC 35:0,5000,neglog,ridge,0.0632
15873,PC 35:0,5000,neglog,lasso,-0.0001
15874,PC 35:0,5000,neglog,dummy,-0.0001
15875,PC 35:0,5000,neglog,lr,-0.4981
15876,PE(40:9) ,5000,neglog,catboost,0.6525
15877,PE(40:9) ,5000,neglog,xgboost,0.6244
15878,PE(40:9) ,5000,neglog,knn,0.6124
15879,PE(40:9) ,5000,neglog,ridge,0.4296
15880,PE(40:9) ,5000,neglog,lasso,-0.0001
15881,PE(40:9) ,5000,neglog,dummy,-0.0001
15882,PE(40:9) ,5000,neglog,lr,-0.2016
15883,PA 38:3,5000,neglog,catboost,0.3338
15884,PA 38:3,5000,neglog,knn,0.2583
15885,PA 38:3,5000,neglog,xgboost,0.24
15886,PA 38:3,5000,neglog,lasso,-0.0
15887,PA 38:3,5000,neglog,dummy,-0.0
15888,PA 38:3,5000,neglog,ridge,-0.0182
15889,PA 38:3,5000,neglog,lr,-0.6898
15890,LPC 20:4,5000,neglog,catboost,0.4908
15891,LPC 20:4,5000,neglog,knn,0.4471
15892,LPC 20:4,5000,neglog,xgboost,0.4346
15893,LPC 20:4,5000,neglog,ridge,0.1083
15894,LPC 20:4,5000,neglog,lasso,-0.0
15895,LPC 20:4,5000,neglog,dummy,-0.0
15896,LPC 20:4,5000,neglog,lr,-0.5925
15897,PIP(O-36:5) ,5000,neglog,catboost,0.1757
15898,PIP(O-36:5) ,5000,neglog,xgboost,0.1602
15899,PIP(O-36:5) ,5000,neglog,knn,0.048
15900,PIP(O-36:5) ,5000,neglog,ridge,0.0405
15901,PIP(O-36:5) ,5000,neglog,lasso,-0.0001
15902,PIP(O-36:5) ,5000,neglog,dummy,-0.0001
15903,PIP(O-36:5) ,5000,neglog,lr,-0.3648
15904,PE 40:4,5000,neglog,catboost,0.3725
15905,PE 40:4,5000,neglog,xgboost,0.3311
15906,PE 40:4,5000,neglog,knn,0.2939
15907,PE 40:4,5000,neglog,ridge,0.057
15908,PE 40:4,5000,neglog,lasso,-0.0001
15909,PE 40:4,5000,neglog,dummy,-0.0001
15910,PE 40:4,5000,neglog,lr,-0.5771
15911,PE O-36:2,5000,neglog,catboost,0.5976
15912,PE O-36:2,5000,neglog,knn,0.5657
15913,PE O-36:2,5000,neglog,xgboost,0.5531
15914,PE O-36:2,5000,neglog,ridge,0.2585
15915,PE O-36:2,5000,neglog,lasso,-0.0002
15916,PE O-36:2,5000,neglog,dummy,-0.0002
15917,PE O-36:2,5000,neglog,lr,-0.3603
15918,PE O-34:2,5000,neglog,catboost,0.1164
15919,PE O-34:2,5000,neglog,xgboost,0.1038
15920,PE O-34:2,5000,neglog,ridge,0.0039
15921,PE O-34:2,5000,neglog,lasso,-0.0001
15922,PE O-34:2,5000,neglog,dummy,-0.0001
15923,PE O-34:2,5000,neglog,knn,-0.0173
15924,PE O-34:2,5000,neglog,lr,-0.2603
15925,PE(40:2(OH)) ,5000,neglog,catboost,0.42
15926,PE(40:2(OH)) ,5000,neglog,xgboost,0.3651
15927,PE(40:2(OH)) ,5000,neglog,knn,0.3628
15928,PE(40:2(OH)) ,5000,neglog,lasso,-0.0001
15929,PE(40:2(OH)) ,5000,neglog,dummy,-0.0001
15930,PE(40:2(OH)) ,5000,neglog,ridge,-0.0234
15931,PE(40:2(OH)) ,5000,neglog,lr,-1.1992
15932,PC(40:7) ,5000,neglog,knn,0.6292
15933,PC(40:7) ,5000,neglog,catboost,0.6257
15934,PC(40:7) ,5000,neglog,xgboost,0.5574
15935,PC(40:7) ,5000,neglog,lasso,-0.0002
15936,PC(40:7) ,5000,neglog,dummy,-0.0002
15937,PC(40:7) ,5000,neglog,ridge,-0.0086
15938,PC(40:7) ,5000,neglog,lr,-1.7067
15939,HexCer(t42:2) ,5000,neglog,catboost,0.7261
15940,HexCer(t42:2) ,5000,neglog,knn,0.7189
15941,HexCer(t42:2) ,5000,neglog,xgboost,0.689
15942,HexCer(t42:2) ,5000,neglog,ridge,0.2745
15943,HexCer(t42:2) ,5000,neglog,lasso,-0.0001
15944,HexCer(t42:2) ,5000,neglog,dummy,-0.0001
15945,HexCer(t42:2) ,5000,neglog,lr,-0.4389
15946,PI-Cer(t30:1) ,5000,neglog,catboost,0.628
15947,PI-Cer(t30:1) ,5000,neglog,knn,0.5989
15948,PI-Cer(t30:1) ,5000,neglog,xgboost,0.5752
15949,PI-Cer(t30:1) ,5000,neglog,ridge,0.1364
15950,PI-Cer(t30:1) ,5000,neglog,lasso,-0.0001
15951,PI-Cer(t30:1) ,5000,neglog,dummy,-0.0001
15952,PI-Cer(t30:1) ,5000,neglog,lr,-0.9488
15953,PE(P-40:6) ,5000,neglog,catboost,0.2884
15954,PE(P-40:6) ,5000,neglog,xgboost,0.2588
15955,PE(P-40:6) ,5000,neglog,knn,0.2233
15956,PE(P-40:6) ,5000,neglog,ridge,0.0901
15957,PE(P-40:6) ,5000,neglog,lasso,-0.0001
15958,PE(P-40:6) ,5000,neglog,dummy,-0.0001
15959,PE(P-40:6) ,5000,neglog,lr,-0.3991
15960,PE 38:4,5000,neglog,catboost,0.578
15961,PE 38:4,5000,neglog,xgboost,0.5403
15962,PE 38:4,5000,neglog,knn,0.5343
15963,PE 38:4,5000,neglog,ridge,0.2306
15964,PE 38:4,5000,neglog,lasso,-0.0001
15965,PE 38:4,5000,neglog,dummy,-0.0001
15966,PE 38:4,5000,neglog,lr,-0.3594
15967,HexCer 40:0,5000,neglog,catboost,0.6345
15968,HexCer 40:0,5000,neglog,knn,0.6182
15969,HexCer 40:0,5000,neglog,xgboost,0.5987
15970,HexCer 40:0,5000,neglog,ridge,0.2263
15971,HexCer 40:0,5000,neglog,lasso,-0.0002
15972,HexCer 40:0,5000,neglog,dummy,-0.0002
15973,HexCer 40:0,5000,neglog,lr,-0.3751
15974,PC 38:6,5000,neglog,knn,0.7839
15975,PC 38:6,5000,neglog,catboost,0.779
15976,PC 38:6,5000,neglog,xgboost,0.7525
15977,PC 38:6,5000,neglog,ridge,0.2184
